source	name	p_value	intersection_size	effective_domain_size	precision	recall
GO:BP	glycolytic fermentation	0.5660847110753602	1	21026	0.2	0.3333333333333333
GO:BP	negative regulation of helicase activity	0.5660847110753602	1	21026	0.2	0.3333333333333333
GO:BP	glucose catabolic process to lactate via pyruvate	0.5660847110753602	1	21026	0.2	0.3333333333333333
GO:BP	tissue remodeling	0.5687122194463121	2	21026	0.4	0.011111111111111112
GO:BP	negative regulation of programmed cell death	0.5909458812872982	3	21026	0.6	0.0033149171270718232
GO:CC	Schmidt-Lanterman incisure	0.5987248454887758	1	22149	0.2	0.08333333333333333
GO:MF	MDM2/MDM4 family protein binding	0.5992569823987464	1	20246	0.2	0.08333333333333333
GO:BP	peptidyl-serine modification	0.6070196269847716	2	21026	0.4	0.010752688172043012
GO:BP	double-strand break repair via homologous recombination	0.6200611497049311	2	21026	0.4	0.010638297872340425
GO:BP	negative regulation of developmental process	0.630114165885064	3	21026	0.6	0.003243243243243243
REAC	RUNX3 regulates CDKN1A transcription	0.6303956919080622	1	11004	0.2	0.14285714285714285
REAC	EGFR Transactivation by Gastrin	0.6303956919080622	1	11004	0.2	0.14285714285714285
GO:BP	regulation of catalytic activity	0.6361311036270203	3	21026	0.6	0.003232758620689655
GO:BP	telomere organization	0.6398785220691688	2	21026	0.4	0.010471204188481676
GO:BP	regulation of cellular component organization	0.6442741284233577	4	21026	0.8	0.0016440608302507192
GO:BP	recombinational repair	0.653260046139591	2	21026	0.4	0.010362694300518135
GO:BP	regulation of developmental process	0.6694159877823086	4	21026	0.8	0.001628001628001628
GO:BP	cellular response to xenobiotic stimulus	0.6735870465816007	2	21026	0.4	0.01020408163265306
GO:BP	pallium development	0.6873080734897272	2	21026	0.4	0.010101010101010102
GO:BP	regulation of peptidyl-tyrosine phosphorylation	0.6873080734897272	2	21026	0.4	0.010101010101010102
GO:BP	regulation of phosphate metabolic process	0.6940999130825554	3	21026	0.6	0.0031380753138075313
GO:BP	regulation of phosphorus metabolic process	0.6962313135873203	3	21026	0.6	0.003134796238244514
GO:MF	phosphatidylinositol-3-phosphate phosphatase activity	0.6989950185013423	1	20246	0.2	0.07142857142857142
GO:BP	meiotic nuclear division	0.715157032522225	2	21026	0.4	0.009900990099009901
REAC	Signaling by Overexpressed Wild-Type EGFR in Cancer	0.7203212637552566	1	11004	0.2	0.125
REAC	Inhibition of Signaling by Overexpressed EGFR	0.7203212637552566	1	11004	0.2	0.125
GO:CC	apical plasma membrane	0.7218231202106945	2	22149	0.4	0.004901960784313725
GO:MF	tubulin binding	0.7282225235167189	2	20246	0.4	0.00510204081632653
GO:CC	compact myelin	0.748203328396374	1	22149	0.2	0.06666666666666667
GO:MF	histone H3 acetyltransferase activity	0.7488492481323543	1	20246	0.2	0.06666666666666667
GO:MF	phosphatidylinositol monophosphate phosphatase activity	0.7488492481323543	1	20246	0.2	0.06666666666666667
GO:BP	T cell proliferation involved in immune response	0.7547078164697102	1	21026	0.2	0.25
GO:BP	regulation of fermentation	0.7547078164697102	1	21026	0.2	0.25
GO:BP	regulation of G1 to G0 transition	0.7547078164697102	1	21026	0.2	0.25
GO:BP	negative regulation of mammary gland epithelial cell proliferation	0.7547078164697102	1	21026	0.2	0.25
GO:BP	cellular response to actinomycin D	0.7547078164697102	1	21026	0.2	0.25
GO:BP	cellular response to UV-C	0.7547078164697102	1	21026	0.2	0.25
GO:BP	oxidative stress-induced premature senescence	0.7547078164697102	1	21026	0.2	0.25
GO:BP	positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.7547078164697102	1	21026	0.2	0.25
GO:BP	response to cobalamin	0.7547078164697102	1	21026	0.2	0.25
GO:BP	central nervous system myelin maintenance	0.7547078164697102	1	21026	0.2	0.25
GO:BP	rhythmic synaptic transmission	0.7547078164697102	1	21026	0.2	0.25
GO:BP	muscle cell proliferation	0.7579465392412182	2	21026	0.4	0.009615384615384616
GO:BP	cellular response to tumor necrosis factor	0.7579465392412182	2	21026	0.4	0.009615384615384616
REAC	Ub-specific processing proteases	0.7655007210332935	2	11004	0.4	0.00904977375565611
GO:BP	microtubule-based process	0.7896352176162217	3	21026	0.6	0.003003003003003003
GO:BP	multicellular organismal reproductive process	0.7919528083255477	3	21026	0.6	0.003
GO:BP	cellular response to steroid hormone stimulus	0.7945344890510809	2	21026	0.4	0.009389671361502348
GO:MF	ubiquitin-protein transferase activator activity	0.7986936207658044	1	20246	0.2	0.0625
REAC	Activation of PUMA and translocation to mitochondria	0.8102141234993189	1	11004	0.2	0.1111111111111111
REAC	Regulation of PTEN mRNA translation	0.8102141234993189	1	11004	0.2	0.1111111111111111
REAC	EGFR interacts with phospholipase C-gamma	0.8102141234993189	1	11004	0.2	0.1111111111111111
REAC	PI5P Regulates TP53 Acetylation	0.8102141234993189	1	11004	0.2	0.1111111111111111
REAC	Regulation of PTEN localization	0.8102141234993189	1	11004	0.2	0.1111111111111111
GO:BP	regulation of cellular component biogenesis	0.8177383547273398	3	21026	0.6	0.002967359050445104
GO:BP	positive regulation of macromolecule biosynthetic process	0.8257621339067546	4	21026	0.8	0.0015426147319706903
REAC	Signaling by NOTCH	0.8349738222259937	2	11004	0.4	0.008658008658008658
GO:BP	nervous system development	0.839481924448197	4	21026	0.8	0.0015360983102918587
GO:CC	XY body	0.8478106341536917	1	22149	0.2	0.058823529411764705
GO:MF	catalytic activity	0.8752269203621991	5	20246	1.0	0.0007334604664808567
GO:BP	regulation of primary metabolic process	0.8773857586658802	5	21026	1.0	0.0009276437847866419
GO:BP	meiotic cell cycle process	0.8779976510389407	2	21026	0.4	0.008928571428571428
GO:BP	protein stabilization	0.8779976510389407	2	21026	0.4	0.008928571428571428
GO:BP	regulation of DNA repair	0.885787351146651	2	21026	0.4	0.008888888888888889
GO:BP	positive regulation of protein metabolic process	0.8858173860730792	3	21026	0.6	0.0028873917228103944
GO:BP	regulation of catabolic process	0.8883143766984809	3	21026	0.6	0.0028846153846153848
GO:BP	animal organ morphogenesis	0.8933220440341081	3	21026	0.6	0.0028790786948176585
GO:MF	transmembrane receptor protein tyrosine kinase activator activity	0.8983528008866919	1	20246	0.2	0.05555555555555555
GO:MF	ubiquitin-specific protease binding	0.8983528008866919	1	20246	0.2	0.05555555555555555
GO:BP	regulation of protein modification process	0.9109929696476354	3	21026	0.6	0.002859866539561487
GO:BP	response to tumor necrosis factor	0.9172825220759822	2	21026	0.4	0.008733624454148471
GO:BP	oligodendrocyte apoptotic process	0.9432950312526778	1	21026	0.2	0.2
GO:BP	cellular response to indole-3-methanol	0.9432950312526778	1	21026	0.2	0.2
GO:BP	response to hydroxyisoflavone	0.9432950312526778	1	21026	0.2	0.2
GO:BP	negative regulation of wound healing, spreading of epidermal cells	0.9432950312526778	1	21026	0.2	0.2
GO:BP	positive regulation of thymocyte apoptotic process	0.9432950312526778	1	21026	0.2	0.2
GO:BP	fermentation	0.9432950312526778	1	21026	0.2	0.2
GO:BP	response to actinomycin D	0.9432950312526778	1	21026	0.2	0.2
GO:CC	gamma-tubulin complex	0.9473819383549714	1	22149	0.2	0.05263157894736842
GO:MF	inositol phosphate phosphatase activity	0.9481676112971621	1	20246	0.2	0.05263157894736842
GO:MF	double-stranded DNA binding	0.9547062074030138	3	20246	0.6	0.0018248175182481751
GO:BP	positive regulation of biosynthetic process	0.9608827599692839	4	21026	0.8	0.001483679525222552
GO:CC	apical part of cell	0.9687269586985814	2	22149	0.4	0.004219409282700422
GO:BP	anatomical structure morphogenesis	0.9846523963544314	4	21026	0.8	0.001474382602285293
REAC	ERBB2 Activates PTK6 Signaling	0.9899017423780174	1	11004	0.2	0.09090909090909091
REAC	GRB2 events in EGFR signaling	0.9899017423780174	1	11004	0.2	0.09090909090909091
GO:BP	response to nitrogen compound	0.9919729470571017	3	21026	0.6	0.002777777777777778
GO:BP	peptidyl-tyrosine phosphorylation	0.9983715721129203	2	21026	0.4	0.008368200836820083
GO:BP	regulation of keratinocyte migration	1.0	1	21026	0.2	0.07142857142857142
GO:BP	positive regulation of synaptic transmission, glutamatergic	1.0	1	21026	0.2	0.027777777777777776
GO:BP	nucleobase-containing small molecule metabolic process	1.0	1	21026	0.2	0.0014858841010401188
GO:BP	keratinocyte migration	1.0	1	21026	0.2	0.05
GO:BP	digestive system development	1.0	1	21026	0.2	0.00684931506849315
GO:BP	negative regulation of cytoskeleton organization	1.0	1	21026	0.2	0.0064516129032258064
GO:BP	regulation of cytoskeleton organization	1.0	1	21026	0.2	0.0019342359767891683
GO:BP	positive regulation of ubiquitin-protein transferase activity	1.0	1	21026	0.2	0.047619047619047616
GO:BP	regulation of ubiquitin-protein transferase activity	1.0	1	21026	0.2	0.02631578947368421
GO:BP	neuron apoptotic process	1.0	1	21026	0.2	0.0033783783783783786
GO:BP	response to glucocorticoid	1.0	1	21026	0.2	0.0072992700729927005
GO:BP	canonical Wnt signaling pathway	1.0	2	21026	0.4	0.006430868167202572
GO:BP	synapse maturation	1.0	1	21026	0.2	0.025
GO:BP	negative regulation of transferase activity	1.0	1	21026	0.2	0.005988023952095809
GO:BP	positive regulation of transferase activity	1.0	2	21026	0.4	0.006756756756756757
GO:BP	regulation of transferase activity	1.0	2	21026	0.4	0.004016064257028112
GO:BP	meiotic cell cycle	1.0	2	21026	0.4	0.006734006734006734
REAC	Signaling by Nuclear Receptors	1.0	1	11004	0.2	0.0034602076124567475
GO:BP	regulation of synaptic transmission, glutamatergic	1.0	1	21026	0.2	0.012987012987012988
GO:BP	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	1.0	2	21026	0.4	0.0076045627376425855
GO:BP	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	1.0	1	21026	0.2	0.005376344086021506
GO:BP	negative regulation of focal adhesion assembly	1.0	1	21026	0.2	0.0625
GO:BP	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	1.0	1	21026	0.2	0.01639344262295082
REAC	Signaling by NOTCH3	1.0	1	11004	0.2	0.020833333333333332
GO:BP	regulation of focal adhesion assembly	1.0	1	21026	0.2	0.015873015873015872
GO:BP	protein autoubiquitination	1.0	1	21026	0.2	0.013157894736842105
REAC	Signaling by Non-Receptor Tyrosine Kinases	1.0	1	11004	0.2	0.0196078431372549
REAC	Signaling by Ligand-Responsive EGFR Variants in Cancer	1.0	1	11004	0.2	0.058823529411764705
GO:BP	cellular response to stimulus	1.0	5	21026	1.0	0.0006778741865509761
GO:BP	response to other organism	1.0	1	21026	0.2	0.000628140703517588
GO:BP	response to calcium ion	1.0	1	21026	0.2	0.007352941176470588
GO:BP	biological process involved in intraspecies interaction between organisms	1.0	1	21026	0.2	0.017543859649122806
GO:BP	localization within membrane	1.0	1	21026	0.2	0.0010822510822510823
GO:BP	establishment of localization in cell	1.0	2	21026	0.4	0.0009950248756218905
GO:BP	vesicle localization	1.0	1	21026	0.2	0.0045662100456621
GO:BP	cellular localization	1.0	4	21026	0.8	0.0010925976509150504
GO:BP	organelle localization	1.0	1	21026	0.2	0.0016129032258064516
GO:BP	proteolysis involved in protein catabolic process	1.0	1	21026	0.2	0.001272264631043257
GO:BP	positive regulation of nervous system development	1.0	1	21026	0.2	0.0033783783783783786
GO:BP	response to electrical stimulus	1.0	1	21026	0.2	0.021739130434782608
REAC	Signaling by Interleukins	1.0	1	11004	0.2	0.0021008403361344537
GO:BP	regulation of postsynaptic membrane potential	1.0	1	21026	0.2	0.006756756756756757
GO:BP	biological process involved in interaction with host	1.0	1	21026	0.2	0.005405405405405406
REAC	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	1.0	1	11004	0.2	0.058823529411764705
GO:BP	prepulse inhibition	1.0	1	21026	0.2	0.07142857142857142
GO:BP	protein localization to chromosome, telomeric region	1.0	1	21026	0.2	0.038461538461538464
GO:BP	response to UV-A	1.0	1	21026	0.2	0.07142857142857142
GO:BP	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	1.0	1	21026	0.2	0.015151515151515152
GO:BP	regulation of molecular function	1.0	3	21026	0.6	0.002005347593582888
GO:BP	regulation of biological quality	1.0	3	21026	0.6	0.0010179843909060061
GO:BP	biological regulation	1.0	5	21026	1.0	0.0003923722828219415
GO:BP	protein-DNA complex assembly	1.0	1	21026	0.2	0.004149377593360996
GO:BP	protein-containing complex assembly	1.0	1	21026	0.2	0.00030883261272390367
GO:BP	cellular response to chemical stress	1.0	2	21026	0.4	0.006309148264984227
GO:BP	positive regulation of programmed necrotic cell death	1.0	1	21026	0.2	0.125
GO:BP	regulation of programmed necrotic cell death	1.0	1	21026	0.2	0.03125
REAC	Signaling by EGFR	1.0	1	11004	0.2	0.0196078431372549
GO:BP	regulation of small molecule metabolic process	1.0	2	21026	0.4	0.00625
REAC	Signaling by EGFR in Cancer	1.0	1	11004	0.2	0.043478260869565216
GO:BP	meiosis I cell cycle process	1.0	1	21026	0.2	0.0070921985815602835
GO:BP	process utilizing autophagic mechanism	1.0	1	21026	0.2	0.0016750418760469012
GO:BP	glial cell activation	1.0	1	21026	0.2	0.017543859649122806
GO:BP	establishment of protein localization to chromosome	1.0	1	21026	0.2	0.045454545454545456
REAC	Signaling by EGFRvIII in Cancer	1.0	1	11004	0.2	0.07692307692307693
GO:BP	establishment of protein localization to telomere	1.0	1	21026	0.2	0.08333333333333333
GO:BP	lymphocyte apoptotic process	1.0	1	21026	0.2	0.012048192771084338
GO:BP	positive regulation of ERK1 and ERK2 cascade	1.0	1	21026	0.2	0.0053475935828877
GO:BP	regulation of ERK1 and ERK2 cascade	1.0	1	21026	0.2	0.0036496350364963502
GO:BP	ERK1 and ERK2 cascade	1.0	1	21026	0.2	0.0033444816053511705
GO:BP	G1 to G0 transition	1.0	1	21026	0.2	0.05263157894736842
GO:BP	necroptotic process	1.0	1	21026	0.2	0.025
GO:BP	positive regulation of mucus secretion	1.0	1	21026	0.2	0.16666666666666666
GO:BP	regulation of mucus secretion	1.0	1	21026	0.2	0.1111111111111111
GO:BP	mucus secretion	1.0	1	21026	0.2	0.0625
GO:BP	regulation of thymocyte apoptotic process	1.0	1	21026	0.2	0.06666666666666667
GO:BP	thymocyte apoptotic process	1.0	1	21026	0.2	0.047619047619047616
REAC	Signaling by ALK fusions and activated point mutants	1.0	1	11004	0.2	0.011235955056179775
GO:BP	positive regulation of T cell apoptotic process	1.0	1	21026	0.2	0.06666666666666667
GO:BP	regulation of T cell apoptotic process	1.0	1	21026	0.2	0.023809523809523808
GO:BP	T cell apoptotic process	1.0	1	21026	0.2	0.01639344262295082
GO:BP	positive regulation of lymphocyte apoptotic process	1.0	1	21026	0.2	0.05555555555555555
GO:BP	regulation of lymphocyte apoptotic process	1.0	1	21026	0.2	0.016666666666666666
REAC	Signaling by ALK in cancer	1.0	1	11004	0.2	0.011235955056179775
GO:BP	regulation of establishment of protein localization	1.0	1	21026	0.2	0.00186219739292365
GO:BP	excitatory postsynaptic potential	1.0	1	21026	0.2	0.009259259259259259
GO:BP	axon development	1.0	1	21026	0.2	0.001893939393939394
GO:BP	neural precursor cell proliferation	1.0	1	21026	0.2	0.005847953216374269
GO:BP	mesenchyme development	1.0	1	21026	0.2	0.003125
REAC	Signaling by ERBB2 in Cancer	1.0	1	11004	0.2	0.045454545454545456
GO:BP	cardiac septum morphogenesis	1.0	1	21026	0.2	0.014492753623188406
GO:BP	bone development	1.0	1	21026	0.2	0.004545454545454545
GO:BP	regulation of cellular localization	1.0	1	21026	0.2	0.0009871668311944718
GO:BP	type II interferon-mediated signaling pathway	1.0	1	21026	0.2	0.037037037037037035
REAC	Signaling by ERBB4	1.0	1	11004	0.2	0.018518518518518517
GO:BP	positive regulation of transcription initiation by RNA polymerase II	1.0	1	21026	0.2	0.015873015873015872
GO:BP	regulation of transcription initiation by RNA polymerase II	1.0	1	21026	0.2	0.013513513513513514
GO:BP	regulation of macromolecule metabolic process	1.0	5	21026	1.0	0.0007701786814540973
GO:BP	negative regulation of glial cell proliferation	1.0	1	21026	0.2	0.0625
GO:BP	positive regulation of glial cell proliferation	1.0	1	21026	0.2	0.047619047619047616
REAC	Signaling by GPCR	1.0	1	11004	0.2	0.0014388489208633094
GO:BP	anatomical structure homeostasis	1.0	1	21026	0.2	0.0037174721189591076
GO:BP	hematopoietic stem cell differentiation	1.0	1	21026	0.2	0.027777777777777776
GO:BP	negative regulation of post-transcriptional gene silencing	1.0	1	21026	0.2	0.05555555555555555
GO:BP	regulation of post-transcriptional gene silencing	1.0	1	21026	0.2	0.03225806451612903
GO:BP	respiratory system development	1.0	1	21026	0.2	0.0044444444444444444
GO:BP	reproductive system development	1.0	1	21026	0.2	0.0031446540880503146
GO:BP	morphogenesis of an epithelial fold	1.0	1	21026	0.2	0.04
GO:BP	random inactivation of X chromosome	1.0	1	21026	0.2	0.07142857142857142
GO:BP	mammary gland epithelium development	1.0	1	21026	0.2	0.013888888888888888
GO:BP	somite development	1.0	1	21026	0.2	0.011764705882352941
GO:BP	negative regulation of wound healing	1.0	1	21026	0.2	0.0136986301369863
REAC	Signaling by ERBB2	1.0	1	11004	0.2	0.021739130434782608
GO:BP	regulation of wound healing	1.0	1	21026	0.2	0.007575757575757576
GO:BP	eyelid development in camera-type eye	1.0	1	21026	0.2	0.07692307692307693
REAC	Signaling by ERBB2 ECD mutants	1.0	1	11004	0.2	0.07142857142857142
GO:BP	hepaticobiliary system development	1.0	1	21026	0.2	0.006666666666666667
GO:BP	dendritic spine morphogenesis	1.0	1	21026	0.2	0.016666666666666666
GO:BP	dendritic spine development	1.0	1	21026	0.2	0.009900990099009901
GO:BP	negative regulation of gene silencing by regulatory ncRNA	1.0	1	21026	0.2	0.05555555555555555
REAC	Signaling by ERBB2 KD Mutants	1.0	1	11004	0.2	0.047619047619047616
GO:BP	regulation of gene silencing by regulatory ncRNA	1.0	1	21026	0.2	0.03125
GO:BP	negative regulation of miRNA-mediated gene silencing	1.0	1	21026	0.2	0.058823529411764705
REAC	Signaling by ERBB2 TMD/JMD mutants	1.0	1	11004	0.2	0.05555555555555555
GO:BP	regulation of miRNA-mediated gene silencing	1.0	1	21026	0.2	0.034482758620689655
GO:BP	regulation of canonical Wnt signaling pathway	1.0	1	21026	0.2	0.00392156862745098
GO:BP	parental behavior	1.0	1	21026	0.2	0.06666666666666667
GO:BP	regulation of cell division	1.0	1	21026	0.2	0.005319148936170213
GO:BP	positive regulation of cellular component organization	1.0	1	21026	0.2	0.0009049773755656109
GO:BP	chromosome organization	1.0	2	21026	0.4	0.003484320557491289
GO:BP	cell maturation	1.0	1	21026	0.2	0.004739336492890996
GO:BP	cell development	1.0	4	21026	0.8	0.0013908205841446453
GO:BP	organelle fission	1.0	2	21026	0.4	0.004
GO:BP	male gamete generation	1.0	1	21026	0.2	0.0014970059880239522
GO:BP	negative regulation of fibroblast proliferation	1.0	1	21026	0.2	0.02857142857142857
GO:BP	positive regulation of fibroblast proliferation	1.0	1	21026	0.2	0.018518518518518517
REAC	Toll Like Receptor 7/8 (TLR7/8) Cascade	1.0	1	11004	0.2	0.00980392156862745
REAC	Toll Like Receptor 9 (TLR9) Cascade	1.0	1	11004	0.2	0.009523809523809525
GO:BP	oogenesis	1.0	1	21026	0.2	0.008620689655172414
GO:BP	astrocyte activation	1.0	1	21026	0.2	0.041666666666666664
GO:BP	intracellular transport	1.0	1	21026	0.2	0.000724112961622013
GO:BP	secretion	1.0	1	21026	0.2	0.0010080645161290322
GO:BP	regulation of mitochondrial membrane permeability	1.0	1	21026	0.2	0.01818181818181818
GO:BP	regulation of lipid biosynthetic process	1.0	1	21026	0.2	0.005494505494505495
GO:BP	positive regulation of hormone secretion	1.0	1	21026	0.2	0.006711409395973154
GO:BP	regulation of hormone secretion	1.0	1	21026	0.2	0.0037313432835820895
GO:BP	hormone secretion	1.0	1	21026	0.2	0.0030864197530864196
GO:BP	phosphatidylinositol dephosphorylation	1.0	1	21026	0.2	0.03333333333333333
GO:BP	focal adhesion assembly	1.0	1	21026	0.2	0.011764705882352941
GO:BP	regulation of bone remodeling	1.0	1	21026	0.2	0.019230769230769232
REAC	Toll Like Receptor 5 (TLR5) Cascade	1.0	1	11004	0.2	0.010526315789473684
GO:BP	blood vessel morphogenesis	1.0	1	21026	0.2	0.0015748031496062992
GO:BP	regulation of developmental growth	1.0	1	21026	0.2	0.0032258064516129032
REAC	Toll Like Receptor 10 (TLR10) Cascade	1.0	1	11004	0.2	0.010526315789473684
GO:BP	reproductive structure development	1.0	1	21026	0.2	0.0031847133757961785
GO:BP	oocyte development	1.0	1	21026	0.2	0.015625
GO:BP	embryonic morphogenesis	1.0	1	21026	0.2	0.0016129032258064516
REAC	Toll Like Receptor 2 (TLR2) Cascade	1.0	1	11004	0.2	0.008771929824561403
REAC	Toll Like Receptor 3 (TLR3) Cascade	1.0	1	11004	0.2	0.009708737864077669
REAC	Toll Like Receptor 4 (TLR4) Cascade	1.0	1	11004	0.2	0.006993006993006993
GO:BP	animal organ development	1.0	4	21026	0.8	0.0012965964343598054
GO:BP	embryonic organ development	1.0	2	21026	0.4	0.004319654427645789
GO:BP	digestive tract morphogenesis	1.0	1	21026	0.2	0.02040816326530612
GO:BP	response to steroid hormone	1.0	2	21026	0.4	0.0058823529411764705
GO:BP	bone marrow development	1.0	1	21026	0.2	0.1111111111111111
GO:BP	hematopoietic or lymphoid organ development	1.0	1	21026	0.2	0.00980392156862745
GO:BP	negative regulation of cellular process	1.0	5	21026	1.0	0.0008882572392965003
GO:BP	positive regulation of cellular process	1.0	5	21026	1.0	0.0008445945945945946
GO:BP	negative regulation of biological process	1.0	5	21026	1.0	0.0008570449091532396
GO:BP	positive regulation of biological process	1.0	5	21026	1.0	0.0007982120051085569
GO:BP	digestive tract development	1.0	1	21026	0.2	0.007407407407407408
GO:BP	bone remodeling	1.0	1	21026	0.2	0.010869565217391304
GO:BP	phospholipid dephosphorylation	1.0	1	21026	0.2	0.023255813953488372
GO:BP	protein autophosphorylation	1.0	1	21026	0.2	0.00558659217877095
GO:BP	carboxylic acid biosynthetic process	1.0	1	21026	0.2	0.003125
GO:BP	monosaccharide catabolic process	1.0	1	21026	0.2	0.02
REAC	Transcriptional regulation by RUNX3	1.0	1	11004	0.2	0.010526315789473684
GO:BP	regulation of JNK cascade	1.0	1	21026	0.2	0.007142857142857143
GO:BP	negative regulation of nucleotide metabolic process	1.0	1	21026	0.2	0.03571428571428571
GO:BP	positive regulation of transcription by RNA polymerase II	1.0	3	21026	0.6	0.0023885350318471337
GO:BP	positive regulation of phosphate metabolic process	1.0	2	21026	0.4	0.0035714285714285713
REAC	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	1.0	1	11004	0.2	0.02631578947368421
GO:BP	glycerophospholipid biosynthetic process	1.0	1	21026	0.2	0.004761904761904762
GO:BP	negative regulation of phosphate metabolic process	1.0	2	21026	0.4	0.006578947368421052
REAC	Vesicle-mediated transport	1.0	1	11004	0.2	0.0013908205841446453
REAC	Viral Infection Pathways	1.0	1	11004	0.2	0.001145475372279496
REAC	Zygotic genome activation (ZGA)	1.0	1	11004	0.2	0.0625
GO:BP	positive regulation of growth	1.0	1	21026	0.2	0.00390625
REAC	p53-Dependent G1 DNA Damage Response	1.0	1	11004	0.2	0.015151515151515152
GO:BP	negative regulation of fatty acid metabolic process	1.0	1	21026	0.2	0.02702702702702703
GO:BP	negative regulation of carbohydrate metabolic process	1.0	1	21026	0.2	0.018867924528301886
GO:BP	positive regulation of vasoconstriction	1.0	1	21026	0.2	0.03125
GO:BP	negative regulation of nucleobase-containing compound metabolic process	1.0	2	21026	0.4	0.0013080444735120995
GO:BP	glycerolipid metabolic process	1.0	1	21026	0.2	0.002512562814070352
GO:BP	phosphatidylinositol metabolic process	1.0	1	21026	0.2	0.006172839506172839
GO:BP	nicotinamide nucleotide metabolic process	1.0	1	21026	0.2	0.006172839506172839
GO:BP	symbiont entry into host cell	1.0	1	21026	0.2	0.007194244604316547
GO:BP	response to cadmium ion	1.0	1	21026	0.2	0.016666666666666666
GO:BP	response to antibiotic	1.0	1	21026	0.2	0.02564102564102564
GO:BP	female sex differentiation	1.0	1	21026	0.2	0.008130081300813009
GO:BP	lymphocyte proliferation	1.0	1	21026	0.2	0.003215434083601286
REAC	Toll Like Receptor TLR1:TLR2 Cascade	1.0	1	11004	0.2	0.008771929824561403
REAC	Toll Like Receptor TLR6:TLR2 Cascade	1.0	1	11004	0.2	0.009009009009009009
REAC	Toll-like Receptor Cascades	1.0	1	11004	0.2	0.006060606060606061
REAC	Transcriptional Regulation by E2F6	1.0	1	11004	0.2	0.029411764705882353
GO:BP	lymphocyte activation	1.0	1	21026	0.2	0.0012285012285012285
GO:BP	negative regulation of organ growth	1.0	1	21026	0.2	0.03333333333333333
GO:BP	regulation of organ growth	1.0	1	21026	0.2	0.011235955056179775
REAC	Transcriptional Regulation by MECP2	1.0	1	11004	0.2	0.017241379310344827
REAC	Transcriptional Regulation by VENTX	1.0	1	11004	0.2	0.02564102564102564
GO:BP	negative regulation of centrosome cycle	1.0	1	21026	0.2	0.08333333333333333
GO:BP	regulation of centrosome cycle	1.0	1	21026	0.2	0.018518518518518517
GO:BP	negative regulation of centriole replication	1.0	1	21026	0.2	0.14285714285714285
GO:BP	regulation of centriole replication	1.0	1	21026	0.2	0.043478260869565216
GO:BP	development of primary female sexual characteristics	1.0	1	21026	0.2	0.009259259259259259
REAC	The role of GTSE1 in G2/M progression after G2 checkpoint	1.0	1	11004	0.2	0.012658227848101266
REAC	TRIF (TICAM1)-mediated TLR4 signaling 	1.0	1	11004	0.2	0.009345794392523364
GO:BP	negative regulation of developmental growth	1.0	1	21026	0.2	0.010526315789473684
GO:BP	anatomical structure formation involved in morphogenesis	1.0	2	21026	0.4	0.0016680567139282735
REAC	TP53 Regulates Transcription of Caspase Activators and Caspases	1.0	1	11004	0.2	0.08333333333333333
GO:BP	RNA polymerase II preinitiation complex assembly	1.0	1	21026	0.2	0.014492753623188406
GO:BP	positive regulation of developmental process	1.0	2	21026	0.4	0.0014892032762472078
GO:BP	positive regulation of DNA-binding transcription factor activity	1.0	1	21026	0.2	0.00510204081632653
GO:BP	regulation of DNA-binding transcription factor activity	1.0	1	21026	0.2	0.003105590062111801
GO:BP	negative regulation of lipid biosynthetic process	1.0	1	21026	0.2	0.017543859649122806
GO:BP	positive regulation of DNA metabolic process	1.0	2	21026	0.4	0.006872852233676976
GO:BP	negative regulation of DNA metabolic process	1.0	1	21026	0.2	0.007194244604316547
REAC	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	1.0	1	11004	0.2	0.06666666666666667
REAC	TP53 Regulates Transcription of Cell Cycle Genes	1.0	1	11004	0.2	0.02040816326530612
GO:BP	positive regulation of transport	1.0	1	21026	0.2	0.0011806375442739079
GO:BP	regulation of transport	1.0	2	21026	0.4	0.0012445550715619166
GO:BP	positive regulation of secretion	1.0	1	21026	0.2	0.003105590062111801
GO:BP	regulation of secretion	1.0	1	21026	0.2	0.0016207455429497568
GO:BP	neuromuscular process	1.0	1	21026	0.2	0.005714285714285714
GO:BP	response to stimulus	1.0	5	21026	1.0	0.00055561729081009
GO:BP	cognition	1.0	2	21026	0.4	0.006097560975609756
GO:BP	regulation of body fluid levels	1.0	1	21026	0.2	0.0026595744680851063
GO:BP	negative regulation of transport	1.0	1	21026	0.2	0.0024271844660194173
GO:BP	prolactin secretion	1.0	1	21026	0.2	0.16666666666666666
GO:BP	glucose 6-phosphate metabolic process	1.0	1	21026	0.2	0.034482758620689655
GO:BP	nuclear transport	1.0	1	21026	0.2	0.0029940119760479044
GO:BP	protein tetramerization	1.0	1	21026	0.2	0.01020408163265306
GO:BP	protein complex oligomerization	1.0	1	21026	0.2	0.0036900369003690036
REAC	Signaling by PTK6	1.0	1	11004	0.2	0.0196078431372549
